Timestamp,Event,Key_Code
17196770100000000,1,87
17196770100001300,0,87
17196770100001550,1,65
17196770100002850,0,65
17196770100003100,1,83
17196770100004400,0,83
17196770100004650,1,68
17196770100005950,0,68
17196770100006200,1,8
17196770100007500,0,8
17196770100007800,1,70
17196770100009100,0,70
17196770100009400,1,82
17196770100010700,0,82
17196770100010950,1,69
17196770100012250,0,69
17196770100012500,1,69
17196770100012800,0,69
17196770100013050,1,82
17196770100014350,0,82
17196770100014600,1,8
17196770100016000,0,8
17196770100016250,1,32
17196770100017550,0,32
17196770100017800,1,84
17196770100019100,0,84
17196770100019350,1,72
17196770100020650,0,72
17196770100020900,1,69
17196770100022200,0,69
17196770100022450,1,32
17196770100023750,0,32
17196770100024000,1,84
17196770100025300,0,84
17196770100025550,1,72
17196770100026850,0,72
17196770100027100,1,69
17196770100028400,0,69
17196770100028650,1,32
17196770100029950,0,32
17196770100030200,1,77
17196770100031500,0,77
17196770100031750,1,79
17196770100033050,0,79
17196770100033300,1,82
17196770100034600,0,82
17196770100034850,1,69
17196770100036150,0,69
17196770100036400,1,13
17196770100037700,0,13
17196770100037950,1,65
17196770100039250,0,65
17196770100039500,1,76
17196770100040800,0,76
17196770100041050,1,76
17196770100042350,0,76
17196770100042600,1,79
17196770100043900,0,79
17196770100044150,1,87
17196770100045450,0,87
17196770100045700,1,82
17196770100047000,0,82
17196770100047250,1,69
17196770100048550,0,69
17196770100048800,1,32
17196770100050100,0,32
17196770100050350,1,68
17196770100051650,0,68
17196770100051900,1,85
17196770100053200,0,85
17196770100053450,1,76
17196770100054750,0,76
17196770100055000,1,76
17196770100056300,0,76
17196770100056550,1,89
17196770100057850,0,89
17196770100058100,1,32
17196770100059400,0,32
17196770100059650,1,84
17196770100060950,0,84
17196770100061200,1,72
17196770100062500,0,72
17196770100062750,1,69
17196770100064050,0,69
17196770100064300,1,32
17196770100065600,0,32
17196770100065850,1,77
17196770100067150,0,77
17196770100067400,1,79
17196770100068700,0,79
17196770100068950,1,82
17196770100070250,0,82
17196770100070500,1,69
17196770100071800,0,69
17196770100072050,1,13
17196770100073350,0,13
17196770100073600,1,65
17196770100074900,0,65
17196770100075150,1,76
17196770100076450,0,76
17196770100076700,1,76
17196770100078000,0,76
17196770100078250,1,79
17196770100079550,0,79
17196770100079800,1,87
17196770100081100,0,87
17196770100081350,1,82
17196770100082650,0,82
17196770100082900,1,69
17196770100084200,0,69
17196770100084450,1,32
17196770100085750,0,32
17196770100086000,1,68
17196770100087300,0,68
17196770100087550,1,85
17196770100088850,0,85
17196770100089100,1,76
17196770100090400,0,76
17196770100090650,1,76
17196770100091950,0,76
17196770100092200,1,89
17196770100093500,0,89
17196770100093750,1,32
17196770100095050,0,32
17196770100095300,1,84
17196770100096600,0,84
17196770100096850,1,72
17196770100098150,0,72
17196770100098400,1,69
17196770100099700,0,69
17196770100099950,1,32
17196770100101250,0,32
17196770100101500,1,77
17196770100102800,0,77
17196770100103050,1,79
